Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00   62500/62501       std::pair<std::_Rb_tree_iterator<Flow*>, bool> std::_Rb_tree<Flow*, Flow*, std::_Identity<Flow*>, std::less<Flow*>, std::allocator<Flow*> >::_M_insert_unique<Flow* const&>(Flow* const&) [58]
                0.00    0.00   31264/31265       std::_Rb_tree<Flow*, Flow*, std::_Identity<Flow*>, std::less<Flow*>, std::allocator<Flow*> >::_M_erase(std::_Rb_tree_node<Flow*>*) [62]
                0.00    0.00   31255/957336      get_current_time() [39]
                0.00    0.00   31250/31250       void std::__insertion_sort<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__ops::_Iter_less_iter) [66]
                0.00    0.00       2/7           HeirScheduleTopology::get_oracle_fct(Flow*) [129]
                0.00    0.00       1/1           std::_Rb_tree<Flow*, Flow*, std::_Identity<Flow*>, std::less<Flow*>, std::allocator<Flow*> >::erase(Flow* const&) [199]
-----------------------------------------------
                             58371219             void std::__introsort_loop<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, long, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, long, __gnu_cxx::__ops::_Iter_less_iter) [4]
                3.97    0.00   31250/31250       HeirScheduleHost::receive_data_packet(Packet*) [3]
[4]      6.1    3.97    0.00   31250+58371219 void std::__introsort_loop<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, long, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, long, __gnu_cxx::__ops::_Iter_less_iter) [4]
                             58371219             void std::__introsort_loop<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, long, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, long, __gnu_cxx::__ops::_Iter_less_iter) [4]
-----------------------------------------------
                0.06    0.02  705508/705508      run_scenario() [2]
[5]      0.1    0.06    0.02  705508         void std::__adjust_heap<__gnu_cxx::__normal_iterator<Event**, std::vector<Event*, std::allocator<Event*> > >, long, Event*, __gnu_cxx::__ops::_Iter_comp_iter<EventComparator> >(__gnu_cxx::__normal_iterator<Event**, std::vector<Event*, std::allocator<Event*> > >, long, long, Event*, __gnu_cxx::__ops::_Iter_comp_iter<EventComparator>) [5]
                0.02    0.00  705508/1411022     void std::__push_heap<__gnu_cxx::__normal_iterator<Event**, std::vector<Event*, std::allocator<Event*> > >, long, Event*, __gnu_cxx::__ops::_Iter_comp_val<EventComparator> >(__gnu_cxx::__normal_iterator<Event**, std::vector<Event*, std::allocator<Event*> > >, long, long, Event*, __gnu_cxx::__ops::_Iter_comp_val<EventComparator>&) [6]
-----------------------------------------------
                0.00    0.00       1/1411022     run_scenario() [2]
                0.02    0.00  705508/1411022     void std::__adjust_heap<__gnu_cxx::__normal_iterator<Event**, std::vector<Event*, std::allocator<Event*> > >, long, Event*, __gnu_cxx::__ops::_Iter_comp_iter<EventComparator> >(__gnu_cxx::__normal_iterator<Event**, std::vector<Event*, std::allocator<Event*> > >, long, long, Event*, __gnu_cxx::__ops::_Iter_comp_iter<EventComparator>) [5]
                0.02    0.00  705513/1411022     add_to_event_queue(Event*) [16]
[6]      0.0    0.03    0.00 1411022         void std::__push_heap<__gnu_cxx::__normal_iterator<Event**, std::vector<Event*, std::allocator<Event*> > >, long, Event*, __gnu_cxx::__ops::_Iter_comp_val<EventComparator> >(__gnu_cxx::__normal_iterator<Event**, std::vector<Event*, std::allocator<Event*> > >, long, long, Event*, __gnu_cxx::__ops::_Iter_comp_val<EventComparator>&) [6]
-----------------------------------------------
                0.01    0.01  377396/377396      run_scenario() [2]
[7]      0.0    0.01    0.01  377396         QueueProcessingEvent::process_event() [7]
                0.01    0.00  188954/188954      HeirScheduleTopology::get_next_hop(Packet*, Queue*) [20]
                0.00    0.00  188954/705513      add_to_event_queue(Event*) [16]
                0.00    0.00  377396/377396      Queue::deque() [42]
                0.00    0.00  345959/377223      Queue::get_transmission_delay(unsigned int) [43]
                0.00    0.00    1040/957336      get_current_time() [39]
-----------------------------------------------
                0.02    0.00  188954/188954      run_scenario() [2]
[8]      0.0    0.02    0.00  188954         PacketQueuingEvent::process_event() [8]
                0.00    0.00  188442/705513      add_to_event_queue(Event*) [16]
                0.00    0.00  189482/957336      get_current_time() [39]
-----------------------------------------------
                0.00    0.02      98/98          run_scenario() [2]
[9]      0.0    0.00    0.02      98         HeirScheduleHost::receive_schd_and_send_data(Packet*) [9]
                0.00    0.02   31264/31264       HeirScheduleHost::get_data_packet(unsigned int) [11]
                0.00    0.00   31264/705513      add_to_event_queue(Event*) [16]
                0.00    0.00   31264/377223      Queue::get_transmission_delay(unsigned int) [43]
                0.00    0.00   31264/31949       PacketQueuingEvent::PacketQueuingEvent(double, Packet*, Queue*) [60]
                0.00    0.00      98/957336      get_current_time() [39]
-----------------------------------------------
                0.02    0.00   62528/62528       HeirScheduleDataPkt::HeirScheduleDataPkt(Host*, Host*, unsigned int, unsigned int, std::vector<Flow*, std::allocator<Flow*> >, std::vector<unsigned int, std::allocator<unsigned int> >, std::vector<unsigned int, std::allocator<unsigned int> >) [12]
[10]     0.0    0.02    0.00   62528         std::vector<unsigned int, std::allocator<unsigned int> >::operator=(std::vector<unsigned int, std::allocator<unsigned int> > const&) [10]
-----------------------------------------------
                0.00    0.02   31264/31264       HeirScheduleHost::receive_schd_and_send_data(Packet*) [9]
[11]     0.0    0.00    0.02   31264         HeirScheduleHost::get_data_packet(unsigned int) [11]
                0.00    0.02   31264/31264       HeirScheduleDataPkt::HeirScheduleDataPkt(Host*, Host*, unsigned int, unsigned int, std::vector<Flow*, std::allocator<Flow*> >, std::vector<unsigned int, std::allocator<unsigned int> >, std::vector<unsigned int, std::allocator<unsigned int> >) [12]
                0.00    0.00   62500/529753      void std::vector<unsigned int, std::allocator<unsigned int> >::_M_realloc_insert<unsigned int const&>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int const&) [41]
                0.00    0.00   31250/31250       void std::vector<Flow*, std::allocator<Flow*> >::_M_realloc_insert<Flow* const&>(__gnu_cxx::__normal_iterator<Flow**, std::vector<Flow*, std::allocator<Flow*> > >, Flow* const&) [64]
-----------------------------------------------
                0.00    0.02   31264/31264       HeirScheduleHost::get_data_packet(unsigned int) [11]
[12]     0.0    0.00    0.02   31264         HeirScheduleDataPkt::HeirScheduleDataPkt(Host*, Host*, unsigned int, unsigned int, std::vector<Flow*, std::allocator<Flow*> >, std::vector<unsigned int, std::allocator<unsigned int> >, std::vector<unsigned int, std::allocator<unsigned int> >) [12]
                0.02    0.00   62528/62528       std::vector<unsigned int, std::allocator<unsigned int> >::operator=(std::vector<unsigned int, std::allocator<unsigned int> > const&) [10]
                0.00    0.00   31264/31264       std::vector<Flow*, std::allocator<Flow*> >::operator=(std::vector<Flow*, std::allocator<Flow*> > const&) [63]
-----------------------------------------------
                0.02    0.00   31250/31250       HeirScheduleHost::receive_data_packet(Packet*) [3]
[13]     0.0    0.02    0.00   31250         std::_Rb_tree_iterator<std::pair<unsigned int const, unsigned int> > std::_Rb_tree<unsigned int, std::pair<unsigned int const, unsigned int>, std::_Select1st<std::pair<unsigned int const, unsigned int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<unsigned int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<unsigned int const, unsigned int> >, std::piecewise_construct_t const&, std::tuple<unsigned int const&>&&, std::tuple<>&&) [13]
                0.00    0.00   31250/31250       std::_Rb_tree<unsigned int, std::pair<unsigned int const, unsigned int>, std::_Select1st<std::pair<unsigned int const, unsigned int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<unsigned int const, unsigned int> >, unsigned int const&) [65]
                0.00    0.00       1/1           std::_Rb_tree<unsigned int, std::pair<unsigned int const, unsigned int>, std::_Select1st<std::pair<unsigned int const, unsigned int> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> > >::_M_get_insert_unique_pos(unsigned int const&) [200]
-----------------------------------------------
                                                 <spontaneous>
[14]     0.0    0.02    0.00                 void std::__adjust_heap<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, long, unsigned int, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, long, long, unsigned int, __gnu_cxx::__ops::_Iter_less_iter) [14]
-----------------------------------------------
                0.00    0.02   89340/89340       run_scenario() [2]
[15]     0.0    0.00    0.02   89340         LocalArbiter::allocate_uplink() [15]
                0.01    0.00  357360/357360      HeirScheduleIPRPkt::HeirScheduleIPRPkt(double, Host*, Host*) [19]
                0.00    0.00   89340/89345       AllocateUplinkEvent::AllocateUplinkEvent(double, LocalArbiter*) [23]
                0.00    0.00   89438/705513      add_to_event_queue(Event*) [16]
                0.00    0.00  714720/714720      std::__detail::_Map_base<LocalArbiter*, std::pair<LocalArbiter* const, HeirScheduleIPRPkt*>, std::allocator<std::pair<LocalArbiter* const, HeirScheduleIPRPkt*> >, std::__detail::_Select1st, std::equal_to<LocalArbiter*>, std::hash<LocalArbiter*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](LocalArbiter* const&) [40]
                0.00    0.00  537120/957336      get_current_time() [39]
                0.00    0.00   89340/89340       HeirScheduleCoreRequestPkt::HeirScheduleCoreRequestPkt(double, Host*, Host*) [52]
                0.00    0.00   89340/89340       std::_Hashtable<LocalArbiter*, std::pair<LocalArbiter* const, HeirScheduleIPRPkt*>, std::allocator<std::pair<LocalArbiter* const, HeirScheduleIPRPkt*> >, std::__detail::_Select1st, std::equal_to<LocalArbiter*>, std::hash<LocalArbiter*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable() [54]
                0.00    0.00     494/886         std::__detail::_Map_base<src_dst_pair, std::pair<src_dst_pair const, unsigned int>, std::allocator<std::pair<src_dst_pair const, unsigned int> >, std::__detail::_Select1st, std::equal_to<src_dst_pair>, std::hash<src_dst_pair>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true>, true>::operator[](src_dst_pair&&) [83]
                0.00    0.00      98/98          LocalArbiter::send_request_to_ga(HeirScheduleCoreRequestPkt*) [104]
                0.00    0.00      98/98          void std::vector<core_rts*, std::allocator<core_rts*> >::_M_realloc_insert<core_rts*>(__gnu_cxx::__normal_iterator<core_rts**, std::vector<core_rts*, std::allocator<core_rts*> > >, core_rts*&&) [112]
                0.00    0.00      98/98          void std::vector<core_rts*, std::allocator<core_rts*> >::emplace_back<core_rts*>(core_rts*&&) [111]
-----------------------------------------------
                0.00    0.00       1/705513      HeirScheduleHost::host_send_rts(Flow*) [31]
                0.00    0.00       5/705513      GlobalArbiter::send_sync_message_to_la() [29]
                0.00    0.00       5/705513      GlobalArbiter::receive(Packet*) [28]
                0.00    0.00       6/705513      run_experiment(int, char**, unsigned int) [1]
                0.00    0.00      98/705513      LocalArbiter::generate_full_path(core_schd*) [27]
                0.00    0.00     125/705513      LocalArbiter::send_sync_message_to_host() [25]
                0.00    0.00   17966/705513      GlobalArbiter::allocate_core_link() [17]
                0.00    0.00   31264/705513      HeirScheduleHost::receive_schd_and_send_data(Packet*) [9]
                0.00    0.00   89438/705513      LocalArbiter::allocate_uplink() [15]
                0.00    0.00  188442/705513      PacketQueuingEvent::process_event() [8]
                0.00    0.00  188954/705513      QueueProcessingEvent::process_event() [7]
                0.00    0.00  189209/705513      run_scenario() [2]
[16]     0.0    0.00    0.02  705513         add_to_event_queue(Event*) [16]
                0.02    0.00  705513/1411022     void std::__push_heap<__gnu_cxx::__normal_iterator<Event**, std::vector<Event*, std::allocator<Event*> > >, long, Event*, __gnu_cxx::__ops::_Iter_comp_val<EventComparator> >(__gnu_cxx::__normal_iterator<Event**, std::vector<Event*, std::allocator<Event*> > >, long, long, Event*, __gnu_cxx::__ops::_Iter_comp_val<EventComparator>&) [6]
                0.00    0.00      11/11          void std::vector<Event*, std::allocator<Event*> >::_M_realloc_insert<Event* const&>(__gnu_cxx::__normal_iterator<Event**, std::vector<Event*, std::allocator<Event*> > >, Event* const&) [127]
-----------------------------------------------
                0.00    0.01   17868/17868       run_scenario() [2]
[17]     0.0    0.00    0.01   17868         GlobalArbiter::allocate_core_link() [17]
                0.01    0.00   89340/89340       std::__detail::_Map_base<LocalArbiter*, std::pair<LocalArbiter* const, HeirScheduleCoreDenyPkt*>, std::allocator<std::pair<LocalArbiter* const, HeirScheduleCoreDenyPkt*> >, std::__detail::_Select1st, std::equal_to<LocalArbiter*>, std::hash<LocalArbiter*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](LocalArbiter* const&) [21]
                0.00    0.00   17966/705513      add_to_event_queue(Event*) [16]
                0.00    0.00  196548/957336      get_current_time() [39]
                0.00    0.00   89438/89438       std::__detail::_Map_base<LocalArbiter*, std::pair<LocalArbiter* const, HeirScheduleCoreSCHDPkt*>, std::allocator<std::pair<LocalArbiter* const, HeirScheduleCoreSCHDPkt*> >, std::__detail::_Select1st, std::equal_to<LocalArbiter*>, std::hash<LocalArbiter*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](LocalArbiter* const&) [48]
                0.00    0.00   89340/89340       HeirScheduleCoreSCHDPkt::HeirScheduleCoreSCHDPkt(double, Host*, Host*) [51]
                0.00    0.00   89340/89340       HeirScheduleCoreDenyPkt::HeirScheduleCoreDenyPkt(double, Host*, Host*) [50]
                0.00    0.00   17868/17869       CoreAllocateLinkEvent::CoreAllocateLinkEvent(double, GlobalArbiter*) [67]
                0.00    0.00   17868/17868       std::_Hashtable<LocalArbiter*, std::pair<LocalArbiter* const, HeirScheduleCoreDenyPkt*>, std::allocator<std::pair<LocalArbiter* const, HeirScheduleCoreDenyPkt*> >, std::__detail::_Select1st, std::equal_to<LocalArbiter*>, std::hash<LocalArbiter*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable() [71]
                0.00    0.00   17868/17868       std::_Hashtable<LocalArbiter*, std::pair<LocalArbiter* const, HeirScheduleCoreSCHDPkt*>, std::allocator<std::pair<LocalArbiter* const, HeirScheduleCoreSCHDPkt*> >, std::__detail::_Select1st, std::equal_to<LocalArbiter*>, std::hash<LocalArbiter*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable() [73]
                0.00    0.00      98/886         std::__detail::_Map_base<src_dst_pair, std::pair<src_dst_pair const, unsigned int>, std::allocator<std::pair<src_dst_pair const, unsigned int> >, std::__detail::_Select1st, std::equal_to<src_dst_pair>, std::hash<src_dst_pair>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true>, true>::operator[](src_dst_pair&&) [83]
                0.00    0.00      98/98          void std::vector<core_schd*, std::allocator<core_schd*> >::_M_realloc_insert<core_schd* const&>(__gnu_cxx::__normal_iterator<core_schd**, std::vector<core_schd*, std::allocator<core_schd*> > >, core_schd* const&) [113]
                0.00    0.00      98/98          HeirScheduleCoreRequestPkt::~HeirScheduleCoreRequestPkt() [109]
                0.00    0.00      98/98          GlobalArbiter::send_core_schd_to_la(HeirScheduleCoreSCHDPkt*) [105]
-----------------------------------------------
                0.01    0.00  377396/377396      run_scenario() [2]
[18]     0.0    0.01    0.00  377396         QueueProcessingEvent::~QueueProcessingEvent() [18]
-----------------------------------------------
                0.01    0.00  357360/357360      LocalArbiter::allocate_uplink() [15]
[19]     0.0    0.01    0.00  357360         HeirScheduleIPRPkt::HeirScheduleIPRPkt(double, Host*, Host*) [19]
                0.00    0.00  357360/357360      std::vector<ipr*, std::allocator<ipr*> >::operator=(std::vector<ipr*, std::allocator<ipr*> > const&) [44]
-----------------------------------------------
                0.01    0.00  188954/188954      QueueProcessingEvent::process_event() [7]
[20]     0.0    0.01    0.00  188954         HeirScheduleTopology::get_next_hop(Packet*, Queue*) [20]
                0.00    0.00   62528/62778       std::__detail::_Map_base<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](unsigned int const&) [57]
                0.00    0.00   62528/62778       std::__detail::_Map_base<unsigned int, std::pair<unsigned int const, std::unordered_map<unsigned int, unsigned int, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> > > >, std::allocator<std::pair<unsigned int const, std::unordered_map<unsigned int, unsigned int, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> > > > >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](unsigned int const&) [56]
-----------------------------------------------
                0.01    0.00   89340/89340       GlobalArbiter::allocate_core_link() [17]
[21]     0.0    0.01    0.00   89340         std::__detail::_Map_base<LocalArbiter*, std::pair<LocalArbiter* const, HeirScheduleCoreDenyPkt*>, std::allocator<std::pair<LocalArbiter* const, HeirScheduleCoreDenyPkt*> >, std::__detail::_Select1st, std::equal_to<LocalArbiter*>, std::hash<LocalArbiter*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](LocalArbiter* const&) [21]
                0.00    0.00   17868/17868       std::_Hashtable<LocalArbiter*, std::pair<LocalArbiter* const, HeirScheduleCoreDenyPkt*>, std::allocator<std::pair<LocalArbiter* const, HeirScheduleCoreDenyPkt*> >, std::__detail::_Select1st, std::equal_to<LocalArbiter*>, std::hash<LocalArbiter*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash(unsigned long, unsigned long const&) [70]
-----------------------------------------------
                0.01    0.00   31949/31949       run_scenario() [2]
[22]     0.0    0.01    0.00   31949         PacketArrivalEvent::process_event() [22]
-----------------------------------------------
                0.00    0.00       5/89345       run_experiment(int, char**, unsigned int) [1]
                0.00    0.00   89340/89345       LocalArbiter::allocate_uplink() [15]
[23]     0.0    0.01    0.00   89345         AllocateUplinkEvent::AllocateUplinkEvent(double, LocalArbiter*) [23]
-----------------------------------------------
                                                 <spontaneous>
[24]     0.0    0.01    0.00                 RetxTimeoutEvent::RetxTimeoutEvent(double, Flow*) [24]
-----------------------------------------------
                0.00    0.00       5/5           run_scenario() [2]
[25]     0.0    0.00    0.00       5         LocalArbiter::send_sync_message_to_host() [25]
                0.00    0.00     125/705513      add_to_event_queue(Event*) [16]
                0.00    0.00     250/957336      get_current_time() [39]
                0.00    0.00     125/130         SyncMessage::SyncMessage(Host*, Host*, double) [93]
                0.00    0.00     125/31949       PacketQueuingEvent::PacketQueuingEvent(double, Packet*, Queue*) [60]
-----------------------------------------------
                0.00    0.00      98/98          run_scenario() [2]
[26]     0.0    0.00    0.00      98         LocalArbiter::receive_core_schd(Packet*) [26]
                0.00    0.00      98/98          LocalArbiter::generate_full_path(core_schd*) [27]
-----------------------------------------------
                0.00    0.00      98/98          LocalArbiter::receive_core_schd(Packet*) [26]
[27]     0.0    0.00    0.00      98         LocalArbiter::generate_full_path(core_schd*) [27]
                0.00    0.00      98/705513      add_to_event_queue(Event*) [16]
                0.00    0.00     294/957336      get_current_time() [39]
                0.00    0.00     293/886         std::__detail::_Map_base<src_dst_pair, std::pair<src_dst_pair const, unsigned int>, std::allocator<std::pair<src_dst_pair const, unsigned int> >, std::__detail::_Select1st, std::equal_to<src_dst_pair>, std::hash<src_dst_pair>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true>, true>::operator[](src_dst_pair&&) [83]
                0.00    0.00      98/98          HeirScheduleSCHDPkt::HeirScheduleSCHDPkt(double, Host*, Host*, SCHD*) [106]
                0.00    0.00      98/31949       PacketQueuingEvent::PacketQueuingEvent(double, Packet*, Queue*) [60]
                0.00    0.00       1/887         std::_Hashtable<src_dst_pair, std::pair<src_dst_pair const, unsigned int>, std::allocator<std::pair<src_dst_pair const, unsigned int> >, std::__detail::_Select1st, std::equal_to<src_dst_pair>, std::hash<src_dst_pair>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_find_before_node(unsigned long, src_dst_pair const&, unsigned long) const [82]
-----------------------------------------------
                0.00    0.00     103/103         run_scenario() [2]
[28]     0.0    0.00    0.00     103         GlobalArbiter::receive(Packet*) [28]
                0.00    0.00       5/705513      add_to_event_queue(Event*) [16]
                0.00    0.00       5/5           GlobalArbiter::receive_delay_request_message(Packet*) [137]
                0.00    0.00       1/1           void std::vector<HeirScheduleCoreRequestPkt*, std::allocator<HeirScheduleCoreRequestPkt*> >::_M_realloc_insert<HeirScheduleCoreRequestPkt* const&>(__gnu_cxx::__normal_iterator<HeirScheduleCoreRequestPkt**, std::vector<HeirScheduleCoreRequestPkt*, std::allocator<HeirScheduleCoreRequestPkt*> > >, HeirScheduleCoreRequestPkt* const&) [198]
-----------------------------------------------
                0.00    0.00       1/1           run_experiment(int, char**, unsigned int) [1]
[29]     0.0    0.00    0.00       1         GlobalArbiter::send_sync_message_to_la() [29]
                0.00    0.00       5/705513      add_to_event_queue(Event*) [16]
                0.00    0.00      10/957336      get_current_time() [39]
                0.00    0.00       5/130         SyncMessage::SyncMessage(Host*, Host*, double) [93]
                0.00    0.00       5/31949       PacketQueuingEvent::PacketQueuingEvent(double, Packet*, Queue*) [60]
-----------------------------------------------
                0.00    0.00       1/1           run_scenario() [2]
[30]     0.0    0.00    0.00       1         FlowArrivalEvent::process_event() [30]
                0.00    0.00       1/1           HeirScheduleHost::host_send_rts(Flow*) [31]
                0.00    0.00       1/957336      get_current_time() [39]
                0.00    0.00       1/62501       std::pair<std::_Rb_tree_iterator<Flow*>, bool> std::_Rb_tree<Flow*, Flow*, std::_Identity<Flow*>, std::less<Flow*>, std::allocator<Flow*> >::_M_insert_unique<Flow* const&>(Flow* const&) [58]
-----------------------------------------------
                0.00    0.00       1/1           FlowArrivalEvent::process_event() [30]
[31]     0.0    0.00    0.00       1         HeirScheduleHost::host_send_rts(Flow*) [31]
                0.00    0.00       1/705513      add_to_event_queue(Event*) [16]
                0.00    0.00       2/957336      get_current_time() [39]
                0.00    0.00       1/1           void std::vector<rts, std::allocator<rts> >::_M_realloc_insert<rts const&>(__gnu_cxx::__normal_iterator<rts*, std::vector<rts, std::allocator<rts> > >, rts const&) [195]
                0.00    0.00       1/1           HeirScheduleRTSPkt::HeirScheduleRTSPkt(double, Host*, Host*, std::vector<rts, std::allocator<rts> >) [184]
                0.00    0.00       1/31949       PacketQueuingEvent::PacketQueuingEvent(double, Packet*, Queue*) [60]
-----------------------------------------------
                0.00    0.00       1/957336      FlowArrivalEvent::process_event() [30]
                0.00    0.00       2/957336      HeirScheduleHost::host_send_rts(Flow*) [31]
                0.00    0.00       5/957336      LocalArbiter::receive_delay_response_message(Packet*) [135]
                0.00    0.00      10/957336      GlobalArbiter::send_sync_message_to_la() [29]
                0.00    0.00      15/957336      GlobalArbiter::receive_delay_request_message(Packet*) [137]
                0.00    0.00      20/957336      LocalArbiter::receive_sync_message(Packet*) [134]
                0.00    0.00      98/957336      LocalArbiter::send_request_to_ga(HeirScheduleCoreRequestPkt*) [104]
                0.00    0.00      98/957336      GlobalArbiter::send_core_schd_to_la(HeirScheduleCoreSCHDPkt*) [105]
                0.00    0.00      98/957336      HeirScheduleHost::receive_schd_and_send_data(Packet*) [9]
                0.00    0.00     125/957336      HeirScheduleHost::receive_delay_response_message(Packet*) [100]
                0.00    0.00     250/957336      LocalArbiter::send_sync_message_to_host() [25]
                0.00    0.00     294/957336      LocalArbiter::generate_full_path(core_schd*) [27]
                0.00    0.00     375/957336      LocalArbiter::receive_delay_request_message_from_host(Packet*) [98]
                0.00    0.00     500/957336      HeirScheduleHost::receive_sync_message(Packet*) [99]
                0.00    0.00    1040/957336      QueueProcessingEvent::process_event() [7]
                0.00    0.00   31255/957336      HeirScheduleHost::receive_data_packet(Packet*) [3]
                0.00    0.00  189482/957336      PacketQueuingEvent::process_event() [8]
                0.00    0.00  196548/957336      GlobalArbiter::allocate_core_link() [17]
                0.00    0.00  537120/957336      LocalArbiter::allocate_uplink() [15]
[39]     0.0    0.00    0.00  957336         get_current_time() [39]
-----------------------------------------------
                0.00    0.00  714720/714720      LocalArbiter::allocate_uplink() [15]
[40]     0.0    0.00    0.00  714720         std::__detail::_Map_base<LocalArbiter*, std::pair<LocalArbiter* const, HeirScheduleIPRPkt*>, std::allocator<std::pair<LocalArbiter* const, HeirScheduleIPRPkt*> >, std::__detail::_Select1st, std::equal_to<LocalArbiter*>, std::hash<LocalArbiter*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](LocalArbiter* const&) [40]
                0.00    0.00   89340/89340       std::_Hashtable<LocalArbiter*, std::pair<LocalArbiter* const, HeirScheduleIPRPkt*>, std::allocator<std::pair<LocalArbiter* const, HeirScheduleIPRPkt*> >, std::__detail::_Select1st, std::equal_to<LocalArbiter*>, std::hash<LocalArbiter*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash(unsigned long, unsigned long const&) [53]
-----------------------------------------------
