Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     886/887         std::__detail::_Map_base<src_dst_pair, std::pair<src_dst_pair const, unsigned int>, std::allocator<std::pair<src_dst_pair const, unsigned int> >, std::__detail::_Select1st, std::equal_to<src_dst_pair>, std::hash<src_dst_pair>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true>, true>::operator[](src_dst_pair&&) [83]
[82]     0.0    0.00    0.00     887         std::_Hashtable<src_dst_pair, std::pair<src_dst_pair const, unsigned int>, std::allocator<std::pair<src_dst_pair const, unsigned int> >, std::__detail::_Select1st, std::equal_to<src_dst_pair>, std::hash<src_dst_pair>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_find_before_node(unsigned long, src_dst_pair const&, unsigned long) const [82]
-----------------------------------------------
                0.00    0.00       1/886         LocalArbiter::receive_rts(Packet*) [177]
                0.00    0.00      98/886         GlobalArbiter::allocate_core_link() [17]
                0.00    0.00     293/886         LocalArbiter::generate_full_path(core_schd*) [27]
                0.00    0.00     494/886         LocalArbiter::allocate_uplink() [15]
[83]     0.0    0.00    0.00     886         std::__detail::_Map_base<src_dst_pair, std::pair<src_dst_pair const, unsigned int>, std::allocator<std::pair<src_dst_pair const, unsigned int> >, std::__detail::_Select1st, std::equal_to<src_dst_pair>, std::hash<src_dst_pair>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true>, true>::operator[](src_dst_pair&&) [83]
                0.00    0.00     886/887         std::_Hashtable<src_dst_pair, std::pair<src_dst_pair const, unsigned int>, std::allocator<std::pair<src_dst_pair const, unsigned int> >, std::__detail::_Select1st, std::equal_to<src_dst_pair>, std::hash<src_dst_pair>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_find_before_node(unsigned long, src_dst_pair const&, unsigned long) const [82]
                0.00    0.00       2/2           std::_Hashtable<src_dst_pair, std::pair<src_dst_pair const, unsigned int>, std::allocator<std::pair<src_dst_pair const, unsigned int> >, std::__detail::_Select1st, std::equal_to<src_dst_pair>, std::hash<src_dst_pair>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_rehash(unsigned long, unsigned long const&) [145]
-----------------------------------------------
                0.00    0.00       5/785         GlobalControlSwitch::GlobalControlSwitch(unsigned int, unsigned int, double, unsigned int, double, unsigned int) [187]
                0.00    0.00      30/785         LocalArbiter::LocalArbiter(unsigned int, double, unsigned int, unsigned int) [136]
                0.00    0.00     125/785         CoreSwitch::CoreSwitch(unsigned int, unsigned int, double, unsigned int) [119]
                0.00    0.00     125/785         LocalControlSwitch::LocalControlSwitch(unsigned int, unsigned int, double, unsigned int, double, unsigned int) [120]
                0.00    0.00     250/785         AggSwitch::AggSwitch(unsigned int, unsigned int, double, unsigned int, double, unsigned int) [121]
                0.00    0.00     250/785         ToRSwitch::ToRSwitch(unsigned int, unsigned int, double, unsigned int, double, unsigned int) [122]
[84]     0.0    0.00    0.00     785         void std::vector<Queue*, std::allocator<Queue*> >::emplace_back<Queue*>(Queue*&&) [84]
-----------------------------------------------
                0.00    0.00       4/629         GlobalControlSwitch::GlobalControlSwitch(unsigned int, unsigned int, double, unsigned int, double, unsigned int) [187]
                0.00    0.00      25/629         LocalArbiter::LocalArbiter(unsigned int, double, unsigned int, unsigned int) [136]
                0.00    0.00     100/629         CoreSwitch::CoreSwitch(unsigned int, unsigned int, double, unsigned int) [119]
                0.00    0.00     100/629         LocalControlSwitch::LocalControlSwitch(unsigned int, unsigned int, double, unsigned int, double, unsigned int) [120]
                0.00    0.00     200/629         AggSwitch::AggSwitch(unsigned int, unsigned int, double, unsigned int, double, unsigned int) [121]
                0.00    0.00     200/629         ToRSwitch::ToRSwitch(unsigned int, unsigned int, double, unsigned int, double, unsigned int) [122]
[85]     0.0    0.00    0.00     629         void std::vector<Queue*, std::allocator<Queue*> >::_M_realloc_insert<Queue*>(__gnu_cxx::__normal_iterator<Queue**, std::vector<Queue*, std::allocator<Queue*> > >, Queue*&&) [85]
-----------------------------------------------
                0.00    0.00     500/500         LocalArbiter::LocalArbiter(unsigned int, double, unsigned int, unsigned int) [136]
[86]     0.0    0.00    0.00     500         void std::vector<unsigned int, std::allocator<unsigned int> >::emplace_back<unsigned int>(unsigned int&&) [86]
-----------------------------------------------
                0.00    0.00       1/457         HeirScheduleRTSPkt::~HeirScheduleRTSPkt() [185]
                0.00    0.00      98/457         HeirScheduleCoreRequestPkt::~HeirScheduleCoreRequestPkt() [109]
                0.00    0.00      98/457         HeirScheduleCoreSCHDPkt::~HeirScheduleCoreSCHDPkt() [107]
                0.00    0.00     130/457         SyncMessage::~SyncMessage() [94]
                0.00    0.00     130/457         DelayResponseMessage::~DelayResponseMessage() [97]
[87]     0.0    0.00    0.00     457         Packet::~Packet() [87]
                0.00    0.00     457/914         std::_Rb_tree<Flow*, std::pair<Flow* const, std::vector<unsigned int, std::allocator<unsigned int> > >, std::_Select1st<std::pair<Flow* const, std::vector<unsigned int, std::allocator<unsigned int> > > >, std::less<Flow*>, std::allocator<std::pair<Flow* const, std::vector<unsigned int, std::allocator<unsigned int> > > > >::_M_erase(std::_Rb_tree_node<std::pair<Flow* const, std::vector<unsigned int, std::allocator<unsigned int> > > >*) [81]
-----------------------------------------------
                0.00    0.00     375/375         HeirScheduleHost::HeirScheduleHost(unsigned int, double, double, unsigned int) [101]
[88]     0.0    0.00    0.00     375         std::vector<std::deque<flow_data_at_src, std::allocator<flow_data_at_src> >, std::allocator<std::deque<flow_data_at_src, std::allocator<flow_data_at_src> > > >::_M_default_append(unsigned long) [88]
-----------------------------------------------
                0.00    0.00     312/312         Factory::get_queue(unsigned int, double, unsigned int, unsigned int, double, int) [80]
[89]     0.0    0.00    0.00     312         DctcpQueue::DctcpQueue(unsigned int, double, unsigned int, int) [89]
                0.00    0.00     312/1062        Queue::Queue(unsigned int, double, unsigned int, int) [79]
-----------------------------------------------
                0.00    0.00     234/234         run_scenario() [2]
[90]     0.0    0.00    0.00     234         LocalArbiter::receive(Packet*) [90]
-----------------------------------------------
                0.00    0.00       1/232         GlobalControlSwitch::GlobalControlSwitch(unsigned int, unsigned int, double, unsigned int, double, unsigned int) [187]
                0.00    0.00      25/232         CoreSwitch::CoreSwitch(unsigned int, unsigned int, double, unsigned int) [119]
                0.00    0.00      25/232         AggSwitch::AggSwitch(unsigned int, unsigned int, double, unsigned int, double, unsigned int) [121]
                0.00    0.00      25/232         ToRSwitch::ToRSwitch(unsigned int, unsigned int, double, unsigned int, double, unsigned int) [122]
                0.00    0.00      25/232         LocalControlSwitch::LocalControlSwitch(unsigned int, unsigned int, double, unsigned int, double, unsigned int) [120]
                0.00    0.00     131/232         Host::Host(unsigned int, double, unsigned int, unsigned int) [92]
[91]     0.0    0.00    0.00     232         Node::Node(unsigned int, unsigned int) [91]
-----------------------------------------------
                0.00    0.00       1/131         GlobalArbiter::GlobalArbiter(unsigned int, double, unsigned int) [179]
                0.00    0.00       5/131         LocalArbiter::LocalArbiter(unsigned int, double, unsigned int, unsigned int) [136]
                0.00    0.00     125/131         HeirScheduleHost::HeirScheduleHost(unsigned int, double, double, unsigned int) [101]
[92]     0.0    0.00    0.00     131         Host::Host(unsigned int, double, unsigned int, unsigned int) [92]
                0.00    0.00     131/232         Node::Node(unsigned int, unsigned int) [91]
-----------------------------------------------
                0.00    0.00       5/130         GlobalArbiter::send_sync_message_to_la() [29]
                0.00    0.00     125/130         LocalArbiter::send_sync_message_to_host() [25]
[93]     0.0    0.00    0.00     130         SyncMessage::SyncMessage(Host*, Host*, double) [93]
-----------------------------------------------
                0.00    0.00       5/130         LocalArbiter::receive_sync_message(Packet*) [134]
                0.00    0.00     125/130         HeirScheduleHost::receive_sync_message(Packet*) [99]
[94]     0.0    0.00    0.00     130         SyncMessage::~SyncMessage() [94]
                0.00    0.00     130/914         std::_Rb_tree<Flow*, std::pair<Flow* const, std::vector<unsigned int, std::allocator<unsigned int> > >, std::_Select1st<std::pair<Flow* const, std::vector<unsigned int, std::allocator<unsigned int> > > >, std::less<Flow*>, std::allocator<std::pair<Flow* const, std::vector<unsigned int, std::allocator<unsigned int> > > > >::_M_erase(std::_Rb_tree_node<std::pair<Flow* const, std::vector<unsigned int, std::allocator<unsigned int> > > >*) [81]
                0.00    0.00     130/457         Packet::~Packet() [87]
-----------------------------------------------
                0.00    0.00       5/130         LocalArbiter::receive_sync_message(Packet*) [134]
                0.00    0.00     125/130         HeirScheduleHost::receive_sync_message(Packet*) [99]
[95]     0.0    0.00    0.00     130         DelayRequestMessage::DelayRequestMessage(Host*, Host*) [95]
-----------------------------------------------
                0.00    0.00       5/130         GlobalArbiter::receive_delay_request_message(Packet*) [137]
                0.00    0.00     125/130         LocalArbiter::receive_delay_request_message_from_host(Packet*) [98]
[96]     0.0    0.00    0.00     130         DelayResponseMessage::DelayResponseMessage(Host*, Host*, double) [96]
-----------------------------------------------
                0.00    0.00       5/130         LocalArbiter::receive_delay_response_message(Packet*) [135]
                0.00    0.00     125/130         HeirScheduleHost::receive_delay_response_message(Packet*) [100]
[97]     0.0    0.00    0.00     130         DelayResponseMessage::~DelayResponseMessage() [97]
                0.00    0.00     130/914         std::_Rb_tree<Flow*, std::pair<Flow* const, std::vector<unsigned int, std::allocator<unsigned int> > >, std::_Select1st<std::pair<Flow* const, std::vector<unsigned int, std::allocator<unsigned int> > > >, std::less<Flow*>, std::allocator<std::pair<Flow* const, std::vector<unsigned int, std::allocator<unsigned int> > > > >::_M_erase(std::_Rb_tree_node<std::pair<Flow* const, std::vector<unsigned int, std::allocator<unsigned int> > > >*) [81]
                0.00    0.00     130/457         Packet::~Packet() [87]
-----------------------------------------------
                0.00    0.00     125/125         run_scenario() [2]
[98]     0.0    0.00    0.00     125         LocalArbiter::receive_delay_request_message_from_host(Packet*) [98]
                0.00    0.00     375/957336      get_current_time() [39]
                0.00    0.00     125/130         DelayResponseMessage::DelayResponseMessage(Host*, Host*, double) [96]
                0.00    0.00     125/31949       PacketQueuingEvent::PacketQueuingEvent(double, Packet*, Queue*) [60]
-----------------------------------------------
                0.00    0.00     125/125         run_scenario() [2]
[99]     0.0    0.00    0.00     125         HeirScheduleHost::receive_sync_message(Packet*) [99]
                0.00    0.00     500/957336      get_current_time() [39]
                0.00    0.00     125/130         SyncMessage::~SyncMessage() [94]
                0.00    0.00     125/130         DelayRequestMessage::DelayRequestMessage(Host*, Host*) [95]
                0.00    0.00     125/31949       PacketQueuingEvent::PacketQueuingEvent(double, Packet*, Queue*) [60]
-----------------------------------------------
                0.00    0.00     125/125         run_scenario() [2]
[100]    0.0    0.00    0.00     125         HeirScheduleHost::receive_delay_response_message(Packet*) [100]
                0.00    0.00     125/957336      get_current_time() [39]
                0.00    0.00     125/130         DelayResponseMessage::~DelayResponseMessage() [97]
-----------------------------------------------
                0.00    0.00     125/125         HeirScheduleTopology::HeirScheduleTopology(unsigned int, double, double, unsigned int) [188]
[101]    0.0    0.00    0.00     125         HeirScheduleHost::HeirScheduleHost(unsigned int, double, double, unsigned int) [101]
                0.00    0.00     375/375         std::vector<std::deque<flow_data_at_src, std::allocator<flow_data_at_src> >, std::allocator<std::deque<flow_data_at_src, std::allocator<flow_data_at_src> > > >::_M_default_append(unsigned long) [88]
                0.00    0.00     250/1062        Factory::get_queue(unsigned int, double, unsigned int, unsigned int, double, int) [80]
                0.00    0.00     125/131         Host::Host(unsigned int, double, unsigned int, unsigned int) [92]
                0.00    0.00     125/125         std::vector<std::vector<std::deque<flow_data_at_src, std::allocator<flow_data_at_src> >, std::allocator<std::deque<flow_data_at_src, std::allocator<flow_data_at_src> > > >, std::allocator<std::vector<std::deque<flow_data_at_src, std::allocator<flow_data_at_src> >, std::allocator<std::deque<flow_data_at_src, std::allocator<flow_data_at_src> > > > > >::_M_default_append(unsigned long) [102]
-----------------------------------------------
                0.00    0.00     125/125         HeirScheduleHost::HeirScheduleHost(unsigned int, double, double, unsigned int) [101]
[102]    0.0    0.00    0.00     125         std::vector<std::vector<std::deque<flow_data_at_src, std::allocator<flow_data_at_src> >, std::allocator<std::deque<flow_data_at_src, std::allocator<flow_data_at_src> > > >, std::allocator<std::vector<std::deque<flow_data_at_src, std::allocator<flow_data_at_src> >, std::allocator<std::deque<flow_data_at_src, std::allocator<flow_data_at_src> > > > > >::_M_default_append(unsigned long) [102]
-----------------------------------------------
                0.00    0.00       1/113         FlowReader::make_flows() [174]
                0.00    0.00     112/113         read_experiment_parameters(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int) [173]
[103]    0.0    0.00    0.00     113         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [103]
-----------------------------------------------
                0.00    0.00      98/98          LocalArbiter::allocate_uplink() [15]
[104]    0.0    0.00    0.00      98         LocalArbiter::send_request_to_ga(HeirScheduleCoreRequestPkt*) [104]
                0.00    0.00      98/957336      get_current_time() [39]
                0.00    0.00      98/31949       PacketQueuingEvent::PacketQueuingEvent(double, Packet*, Queue*) [60]
-----------------------------------------------
                0.00    0.00      98/98          GlobalArbiter::allocate_core_link() [17]
[105]    0.0    0.00    0.00      98         GlobalArbiter::send_core_schd_to_la(HeirScheduleCoreSCHDPkt*) [105]
                0.00    0.00      98/957336      get_current_time() [39]
                0.00    0.00      98/31949       PacketQueuingEvent::PacketQueuingEvent(double, Packet*, Queue*) [60]
-----------------------------------------------
                0.00    0.00      98/98          LocalArbiter::generate_full_path(core_schd*) [27]
[106]    0.0    0.00    0.00      98         HeirScheduleSCHDPkt::HeirScheduleSCHDPkt(double, Host*, Host*, SCHD*) [106]
-----------------------------------------------
                0.00    0.00      98/98          run_scenario() [2]
[107]    0.0    0.00    0.00      98         HeirScheduleCoreSCHDPkt::~HeirScheduleCoreSCHDPkt() [107]
                0.00    0.00      98/914         std::_Rb_tree<Flow*, std::pair<Flow* const, std::vector<unsigned int, std::allocator<unsigned int> > >, std::_Select1st<std::pair<Flow* const, std::vector<unsigned int, std::allocator<unsigned int> > > >, std::less<Flow*>, std::allocator<std::pair<Flow* const, std::vector<unsigned int, std::allocator<unsigned int> > > > >::_M_erase(std::_Rb_tree_node<std::pair<Flow* const, std::vector<unsigned int, std::allocator<unsigned int> > > >*) [81]
                0.00    0.00      98/457         Packet::~Packet() [87]
                0.00    0.00      98/98          HeirScheduleCoreSCHDPkt::~HeirScheduleCoreSCHDPkt() [108]
-----------------------------------------------
                0.00    0.00      98/98          HeirScheduleCoreSCHDPkt::~HeirScheduleCoreSCHDPkt() [107]
[108]    0.0    0.00    0.00      98         HeirScheduleCoreSCHDPkt::~HeirScheduleCoreSCHDPkt() [108]
-----------------------------------------------
                0.00    0.00      98/98          GlobalArbiter::allocate_core_link() [17]
[109]    0.0    0.00    0.00      98         HeirScheduleCoreRequestPkt::~HeirScheduleCoreRequestPkt() [109]
                0.00    0.00      98/914         std::_Rb_tree<Flow*, std::pair<Flow* const, std::vector<unsigned int, std::allocator<unsigned int> > >, std::_Select1st<std::pair<Flow* const, std::vector<unsigned int, std::allocator<unsigned int> > > >, std::less<Flow*>, std::allocator<std::pair<Flow* const, std::vector<unsigned int, std::allocator<unsigned int> > > > >::_M_erase(std::_Rb_tree_node<std::pair<Flow* const, std::vector<unsigned int, std::allocator<unsigned int> > > >*) [81]
                0.00    0.00      98/457         Packet::~Packet() [87]
                0.00    0.00      98/98          HeirScheduleCoreRequestPkt::~HeirScheduleCoreRequestPkt() [110]
-----------------------------------------------
                0.00    0.00      98/98          HeirScheduleCoreRequestPkt::~HeirScheduleCoreRequestPkt() [109]
[110]    0.0    0.00    0.00      98         HeirScheduleCoreRequestPkt::~HeirScheduleCoreRequestPkt() [110]
-----------------------------------------------
                0.00    0.00      98/98          LocalArbiter::allocate_uplink() [15]
[111]    0.0    0.00    0.00      98         void std::vector<core_rts*, std::allocator<core_rts*> >::emplace_back<core_rts*>(core_rts*&&) [111]
-----------------------------------------------
                0.00    0.00      98/98          LocalArbiter::allocate_uplink() [15]
[112]    0.0    0.00    0.00      98         void std::vector<core_rts*, std::allocator<core_rts*> >::_M_realloc_insert<core_rts*>(__gnu_cxx::__normal_iterator<core_rts**, std::vector<core_rts*, std::allocator<core_rts*> > >, core_rts*&&) [112]
-----------------------------------------------
                0.00    0.00      98/98          GlobalArbiter::allocate_core_link() [17]
[113]    0.0    0.00    0.00      98         void std::vector<core_schd*, std::allocator<core_schd*> >::_M_realloc_insert<core_schd* const&>(__gnu_cxx::__normal_iterator<core_schd**, std::vector<core_schd*, std::allocator<core_schd*> > >, core_schd* const&) [113]
-----------------------------------------------
                0.00    0.00      16/96          GlobalArbiter::GlobalArbiter(unsigned int, double, unsigned int) [179]
                0.00    0.00      80/96          LocalArbiter::LocalArbiter(unsigned int, double, unsigned int, unsigned int) [136]
[114]    0.0    0.00    0.00      96         void std::vector<std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >, std::allocator<std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > > >::_M_realloc_insert<std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > const&>(__gnu_cxx::__normal_iterator<std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >*, std::vector<std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >, std::allocator<std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > > > >, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > const&) [114]
-----------------------------------------------
                0.00    0.00       4/60          std::_Hashtable<unsigned int, std::pair<unsigned int const, std::unordered_map<unsigned int, unsigned int, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> > > >, std::allocator<std::pair<unsigned int const, std::unordered_map<unsigned int, unsigned int, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> > > > >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash(unsigned long, unsigned long const&) [141]
                0.00    0.00       6/60          HeirScheduleTopology::HeirScheduleTopology(unsigned int, double, double, unsigned int) [188]
                0.00    0.00      50/60          std::_Hashtable<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash(unsigned long, unsigned long const&) [116]
[115]    0.0    0.00    0.00      60         BigSwitchTopology::get_next_hop(Packet*, Queue*) [115]
-----------------------------------------------
                0.00    0.00      50/50          std::__detail::_Map_base<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](unsigned int const&) [57]
[116]    0.0    0.00    0.00      50         std::_Hashtable<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash(unsigned long, unsigned long const&) [116]
                0.00    0.00      50/60          BigSwitchTopology::get_next_hop(Packet*, Queue*) [115]
-----------------------------------------------
                0.00    0.00      50/50          GlobalArbiter::GlobalArbiter(unsigned int, double, unsigned int) [179]
[117]    0.0    0.00    0.00      50         void std::vector<std::vector<unsigned int, std::allocator<unsigned int> >, std::allocator<std::vector<unsigned int, std::allocator<unsigned int> > > >::emplace_back<std::vector<unsigned int, std::allocator<unsigned int> > >(std::vector<unsigned int, std::allocator<unsigned int> >&&) [117]
-----------------------------------------------
                0.00    0.00      40/40          LocalArbiter::LocalArbiter(unsigned int, double, unsigned int, unsigned int) [136]
[118]    0.0    0.00    0.00      40         void std::vector<std::vector<unsigned int, std::allocator<unsigned int> >, std::allocator<std::vector<unsigned int, std::allocator<unsigned int> > > >::_M_realloc_insert<std::vector<unsigned int, std::allocator<unsigned int> > const&>(__gnu_cxx::__normal_iterator<std::vector<unsigned int, std::allocator<unsigned int> >*, std::vector<std::vector<unsigned int, std::allocator<unsigned int> >, std::allocator<std::vector<unsigned int, std::allocator<unsigned int> > > > >, std::vector<unsigned int, std::allocator<unsigned int> > const&) [118]
-----------------------------------------------
                0.00    0.00      25/25          HeirScheduleTopology::HeirScheduleTopology(unsigned int, double, double, unsigned int) [188]
[119]    0.0    0.00    0.00      25         CoreSwitch::CoreSwitch(unsigned int, unsigned int, double, unsigned int) [119]
                0.00    0.00     125/1062        Factory::get_queue(unsigned int, double, unsigned int, unsigned int, double, int) [80]
                0.00    0.00     125/785         void std::vector<Queue*, std::allocator<Queue*> >::emplace_back<Queue*>(Queue*&&) [84]
                0.00    0.00     100/629         void std::vector<Queue*, std::allocator<Queue*> >::_M_realloc_insert<Queue*>(__gnu_cxx::__normal_iterator<Queue**, std::vector<Queue*, std::allocator<Queue*> > >, Queue*&&) [85]
                0.00    0.00      25/232         Node::Node(unsigned int, unsigned int) [91]
-----------------------------------------------
                0.00    0.00      25/25          HeirScheduleTopology::HeirScheduleTopology(unsigned int, double, double, unsigned int) [188]
[120]    0.0    0.00    0.00      25         LocalControlSwitch::LocalControlSwitch(unsigned int, unsigned int, double, unsigned int, double, unsigned int) [120]
                0.00    0.00     150/1062        Factory::get_queue(unsigned int, double, unsigned int, unsigned int, double, int) [80]
                0.00    0.00     125/785         void std::vector<Queue*, std::allocator<Queue*> >::emplace_back<Queue*>(Queue*&&) [84]
                0.00    0.00     100/629         void std::vector<Queue*, std::allocator<Queue*> >::_M_realloc_insert<Queue*>(__gnu_cxx::__normal_iterator<Queue**, std::vector<Queue*, std::allocator<Queue*> > >, Queue*&&) [85]
                0.00    0.00      25/232         Node::Node(unsigned int, unsigned int) [91]
-----------------------------------------------
                0.00    0.00      25/25          HeirScheduleTopology::HeirScheduleTopology(unsigned int, double, double, unsigned int) [188]
[121]    0.0    0.00    0.00      25         AggSwitch::AggSwitch(unsigned int, unsigned int, double, unsigned int, double, unsigned int) [121]
                0.00    0.00     250/1062        Factory::get_queue(unsigned int, double, unsigned int, unsigned int, double, int) [80]
                0.00    0.00     250/785         void std::vector<Queue*, std::allocator<Queue*> >::emplace_back<Queue*>(Queue*&&) [84]
                0.00    0.00     200/629         void std::vector<Queue*, std::allocator<Queue*> >::_M_realloc_insert<Queue*>(__gnu_cxx::__normal_iterator<Queue**, std::vector<Queue*, std::allocator<Queue*> > >, Queue*&&) [85]
                0.00    0.00      25/232         Node::Node(unsigned int, unsigned int) [91]
-----------------------------------------------
                0.00    0.00      25/25          HeirScheduleTopology::HeirScheduleTopology(unsigned int, double, double, unsigned int) [188]
[122]    0.0    0.00    0.00      25         ToRSwitch::ToRSwitch(unsigned int, unsigned int, double, unsigned int, double, unsigned int) [122]
                0.00    0.00     250/1062        Factory::get_queue(unsigned int, double, unsigned int, unsigned int, double, int) [80]
                0.00    0.00     250/785         void std::vector<Queue*, std::allocator<Queue*> >::emplace_back<Queue*>(Queue*&&) [84]
                0.00    0.00     200/629         void std::vector<Queue*, std::allocator<Queue*> >::_M_realloc_insert<Queue*>(__gnu_cxx::__normal_iterator<Queue**, std::vector<Queue*, std::allocator<Queue*> > >, Queue*&&) [85]
                0.00    0.00      25/232         Node::Node(unsigned int, unsigned int) [91]
-----------------------------------------------
                0.00    0.00      22/22          HeirScheduleTopology::HeirScheduleTopology(unsigned int, double, double, unsigned int) [188]
[123]    0.0    0.00    0.00      22         std::__detail::_Map_base<unsigned int, std::pair<unsigned int const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<unsigned int const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](unsigned int&&) [123]
                0.00    0.00       3/3           std::_Hashtable<unsigned int, std::pair<unsigned int const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<unsigned int const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash(unsigned long, unsigned long const&) [143]
-----------------------------------------------
                0.00    0.00      14/14          run_experiment(int, char**, unsigned int) [1]
[124]    0.0    0.00    0.00      14         Stats::Stats(bool) [124]
-----------------------------------------------
                0.00    0.00      14/14          run_experiment(int, char**, unsigned int) [1]
[125]    0.0    0.00    0.00      14         std::_Rb_tree<double, std::pair<double const, int>, std::_Select1st<std::pair<double const, int> >, std::less<double>, std::allocator<std::pair<double const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<double const, int> >*) [125]
-----------------------------------------------
                0.00    0.00      12/12          GlobalArbiter::GlobalArbiter(unsigned int, double, unsigned int) [179]
[126]    0.0    0.00    0.00      12         void std::vector<std::vector<unsigned int, std::allocator<unsigned int> >, std::allocator<std::vector<unsigned int, std::allocator<unsigned int> > > >::_M_realloc_insert<std::vector<unsigned int, std::allocator<unsigned int> > >(__gnu_cxx::__normal_iterator<std::vector<unsigned int, std::allocator<unsigned int> >*, std::vector<std::vector<unsigned int, std::allocator<unsigned int> >, std::allocator<std::vector<unsigned int, std::allocator<unsigned int> > > > >, std::vector<unsigned int, std::allocator<unsigned int> >&&) [126]
-----------------------------------------------
                0.00    0.00      11/11          add_to_event_queue(Event*) [16]
[127]    0.0    0.00    0.00      11         void std::vector<Event*, std::allocator<Event*> >::_M_realloc_insert<Event* const&>(__gnu_cxx::__normal_iterator<Event**, std::vector<Event*, std::allocator<Event*> > >, Event* const&) [127]
-----------------------------------------------
                0.00    0.00       8/8           HeirScheduleTopology::HeirScheduleTopology(unsigned int, double, double, unsigned int) [188]
[128]    0.0    0.00    0.00       8         void std::vector<HeirScheduleHost*, std::allocator<HeirScheduleHost*> >::_M_realloc_insert<HeirScheduleHost*>(__gnu_cxx::__normal_iterator<HeirScheduleHost**, std::vector<HeirScheduleHost*, std::allocator<HeirScheduleHost*> > >, HeirScheduleHost*&&) [128]
-----------------------------------------------
                0.00    0.00       2/7           HeirScheduleHost::receive_data_packet(Packet*) [3]
